time,A3364,time,B3085,time,C2805,time,D1964,,,,,,,time,,,,,,,,,,,
227,0.35572,227,0.356736,227,0.357737,227,0.355761,8.894025,,1.05375695,0.337612008,8.440300205,1.05375695,227,8.396421491,209.9105373,203.3618  0.4899,,,13.22902247,0.661108,,0.119488333,8.396421491,335.8568596
227.5,0.354827,227.5,0.355649,227.5,0.356577,227.5,0.354541,8.863525,,1.05375695,0.336454246,8.411356149,1.05375695,227.5,8.371824974,209.2956244,203.9163  0.4916,,,13.16296,0.661527,,0.119781667,8.371824974,334.872999
228,0.353579,228,0.354432,228,0.355196,228,0.353105,8.827625,,1.05375695,0.335091503,8.377287572,1.05375695,228,8.347258114,208.6814528,203.9163  0.4932,,,13.09560426,0.662777,,0.120093333,8.347258114,333.8903246
228.5,0.352494,228.5,0.353201,228.5,0.353985,228.5,0.352239,8.805975,,1.05375695,0.334269681,8.356742037,1.05375695,228.5,8.323747,208.093675,203.9163  0.4916,,,13.03017497,0.6643884,,0.120385,8.323747,332.94988
229,0.350774,229,0.352025,229,0.353097,229,0.351614,8.79035,,1.05375695,0.333676566,8.34191414,1.05375695,229,8.298907306,207.4726826,204.4711  0.4899,,,12.96399522,0.6657722,,0.120678333,8.298907306,331.9562922
229.5,0.350384,229.5,0.351355,229.5,0.352301,229.5,0.350399,8.759975,,1.05375695,0.332523548,8.313088707,1.05375695,229.5,8.270710576,206.7677644,205.0258  0.4883,,,12.89898658,0.6662058,,0.120971667,8.270710576,330.828423
230,0.34892,230,0.350177,230,0.351551,230,0.349141,8.728525,,1.05375695,0.331329725,8.283243115,1.05375695,230,8.242525709,206.0631427,205.5805  0.4883,,,12.83180153,0.6677322,,0.121281667,8.242525709,329.7010284
230.5,0.348227,230.5,0.348792,230.5,0.349622,230.5,0.348051,8.701275,,1.05375695,0.33029533,8.257383262,1.05375695,230.5,8.214922095,205.3730524,206.1351  0.4899,,,12.76515576,0.6691684,,0.121576667,8.214922095,328.5968838
231,0.346797,231,0.348219,231,0.348795,231,0.34686,8.6715,,1.05375695,0.329165089,8.22912722,1.05375695,231,8.186737227,204.6684307,206.6898  0.4899,,,12.6991771,0.668403,,0.12187,8.186737227,327.4694891
231.5,0.345546,231.5,0.346429,231.5,0.347846,231.5,0.345647,8.641175,,1.05375695,0.328013969,8.200349237,1.05375695,231.5,8.158748088,203.9687022,207.2445  0.4899,,,12.63426253,0.670838,,0.12218,8.158748088,326.3499235
232,0.344769,232,0.345756,232,0.346702,232,0.344487,8.612175,,1.05375695,0.326913146,8.172828659,1.05375695,232,8.133908394,203.3477099,207.7992  0.4883,,,12.56770677,0.6712736,,0.122473333,8.133908394,325.3563358
232.5,0.343642,232.5,0.344341,232.5,0.345583,232.5,0.343299,8.582475,,1.05375695,0.325785752,8.144643792,1.05375695,232.5,8.109062769,202.7265692,208.3538  0.4899,,,12.50314091,0.6729362,,0.122766667,8.109062769,324.3625108
233,0.342141,233,0.343453,233,0.344503,233,0.342141,8.553525,,1.05375695,0.324686827,8.117170664,1.05375695,233,8.082989394,202.0747349,208.9085  0.4916,,,12.4376474,0.6742934,,0.12306,8.082989394,323.3195758
233.5,0.341225,233.5,0.342247,233.5,0.342824,233.5,0.341459,8.536475,,1.05375695,0.324039618,8.100990462,1.05375695,233.5,8.059472349,201.4868087,209.4631  0.4932,,,12.37219442,0.6750616,,0.12337,8.059472349,322.378894
234,0.340462,234,0.341852,234,0.342631,234,0.340298,8.50745,,1.05375695,0.322937846,8.073446159,1.05375695,234,8.033084623,200.8271156,210.0178  0.4932,,,12.30813776,0.6757412,,0.123663333,8.033084623,321.3233849
234.5,0.338885,234.5,0.340063,234.5,0.341141,234.5,0.338903,8.472575,,1.05375695,0.321614012,8.040350292,1.05375695,234.5,8.004751476,200.1187869,210.5725  0.4932,,,12.24199668,0.6774122,,0.123958333,8.004751476,320.190059
235,0.338184,235,0.338943,235,0.339533,235,0.338176,8.4544,,1.05375695,0.320924099,8.023102482,1.05375695,235,7.980249858,199.5062465,211.1272  0.4948,,,12.17767065,0.678302,,0.124268333,7.980249858,319.2099943
235.5,0.337079,235.5,0.337972,235.5,0.338519,235.5,0.33701,8.42525,,1.05375695,0.319817582,7.995439557,1.05375695,235.5,7.953257154,198.8314288,211.1271  0.4964,,,12.11284667,0.6790402,,0.124561667,7.953257154,318.1302862
236,0.335524,236,0.33683,236,0.337775,236,0.335521,8.388025,,1.05375695,0.318404543,7.960113574,1.05375695,236,7.924283442,198.1070861,211.6818  0.4981,,,12.04788263,0.6778948,,0.124855,7.924283442,316.9713377
236.5,0.334731,236.5,0.335647,236.5,0.336581,236.5,0.334772,8.3693,,1.05375695,0.317693753,7.942343821,1.05375695,236.5,7.899526785,197.4881696,212.2365  0.4981,,,11.98376578,0.68062,,0.125148333,7.899526785,315.9810714
237,0.333205,237,0.334232,237,0.33507,237,0.333625,8.340625,,1.05375695,0.316605267,7.915131664,1.05375695,237,7.872967055,196.8241764,212.7911  0.4981,,,11.92100361,0.682309,,0.125458333,7.872967055,314.9186822
237.5,0.332426,237.5,0.333626,237.5,0.334576,237.5,0.332125,8.303125,,1.05375695,0.315181788,7.87954471,1.05375695,237.5,7.848667096,196.2166774,213.3458  0.4981,,,11.85430652,0.6821658,,0.125755,7.848667096,313.9466838
238,0.331443,238,0.332446,238,0.333313,238,0.331347,8.283675,,1.05375695,0.314443478,7.861086943,1.05375695,238,7.825322055,195.6330514,213.9005  0.4981,,,11.79126396,0.6841498,,0.126046667,7.825322055,313.0128822
238.5,0.330288,238.5,0.331121,238.5,0.332503,238.5,0.330294,8.25735,,1.05375695,0.313444196,7.836104902,1.05375695,238.5,7.795328184,194.8832046,214.4552  0.4981,,,11.72743458,0.6838172,,0.126356667,7.795328184,311.8131274
239,0.329633,239,0.330428,239,0.33099,239,0.329528,8.2382,,1.05375695,0.312717273,7.81793183,1.05375695,239,7.768602381,194.2150595,215.0098  0.4997,,,11.66397637,0.6856694,,0.126648333,7.768602381,310.7440952
239.5,0.327822,239.5,0.329012,239.5,0.329943,239.5,0.328189,8.204725,,1.05375695,0.311446582,7.786164543,1.05375695,239.5,7.737529039,193.438226,215.5645  0.4997,,,11.60056493,0.686654,,0.126943333,7.737529039,309.5011616
240,0.32667,240,0.3277,240,0.328706,240,0.32629,8.15725,,1.05375695,0.309644458,7.741111459,1.05375695,240,7.70969411,192.7423528,215.5645  0.5013,,,11.53582339,0.6871954,,0.127236667,7.70969411,308.3877644
240.5,0.325791,240.5,0.326681,240.5,0.327618,240.5,0.325788,8.1447,,1.05375695,0.309168068,7.729201692,1.05375695,240.5,7.686811699,192.1702925,215.5645  0.4997,,,11.47238708,0.6883856,,0.127546667,7.686811699,307.472468
241,0.324057,241,0.325597,241,0.32719,241,0.324289,8.107225,,1.05375695,0.307745539,7.693638463,1.05375695,241,7.660981501,191.5245375,216.1192  0.4981,,,11.40984161,0.6890956,,0.127841667,7.660981501,306.43926
241.5,0.323099,241.5,0.324387,241.5,0.325424,241.5,0.323496,8.0874,,1.05375695,0.306992993,7.674824826,1.05375695,241.5,7.635868974,190.8967244,216.1192  0.4964,,,11.34469013,0.6898926,,0.128133333,7.635868974,305.434759
242,0.32247,242,0.323189,242,0.324296,242,0.322432,8.0608,,1.05375695,0.305983273,7.649581814,1.05375695,242,7.60882882,190.2207205,216.6739  0.4948,,,11.2817601,0.6919722,,0.128428333,7.60882882,304.3531528
242.5,0.321512,242.5,0.322103,242.5,0.322757,242.5,0.321433,8.035825,,1.05375695,0.305035236,7.625880903,1.05375695,242.5,7.583372286,189.5843072,217.2286  0.4948,,,11.21772455,0.691801,,0.12874,7.583372286,303.3348914
243,0.320113,243,0.321433,243,0.322728,243,0.320055,8.001375,,1.05375695,0.303727534,7.593188354,1.05375695,243,7.557559882,188.9389971,217.7833  0.4948,,,11.15552637,0.6924522,,0.129033333,7.557559882,302.3023953
243.5,0.318381,243.5,0.319817,243.5,0.320831,243.5,0.318937,7.973425,,1.05375695,0.302666568,7.566664211,1.05375695,243.5,7.533574275,188.3393569,218.3378  0.4964,,,11.09186179,0.6933042,,0.129326667,7.533574275,301.342971
244,0.317744,244,0.31901,244,0.319779,244,0.31814,7.9535,,1.05375695,0.301910227,7.547755676,1.05375695,244,7.509043002,187.726075,218.8925  0.4964,,,11.02936793,0.6934378,,0.129636667,7.509043002,300.3617201
244.5,0.31741,244.5,0.3182,244.5,0.31865,244.5,0.317081,7.927025,,1.05375695,0.300905251,7.522631287,1.05375695,244.5,7.47991508,186.997877,219.4473  0.4964,,,10.966747,0.6953074,,0.129928333,7.47991508,299.1966032
245,0.315758,245,0.316838,245,0.317477,245,0.316011,7.900275,,1.05375695,0.299889837,7.497245927,1.05375695,245,7.450621086,186.2655271,219.4473  0.4948,,,10.90389986,0.6957296,,0.130223333,7.450621086,298.0248434
245.5,0.314724,245.5,0.315635,245.5,0.316694,245.5,0.314801,7.870025,,1.05375695,0.298741565,7.468539117,1.05375695,245.5,7.42397832,185.599458,219.4473  0.4932,,,10.84165491,0.6973514,,0.130515,7.42397832,296.9591328
246,0.313443,246,0.314494,246,0.315456,246,0.313229,7.830725,,1.05375695,0.29724976,7.431243989,1.05375695,246,7.396362843,184.9090711,219.4473  0.4948,,,10.77833993,0.6985476,,0.130825,7.396362843,295.8545137
246.5,0.312036,246.5,0.313044,246.5,0.313915,246.5,0.312142,7.80355,,1.05375695,0.296218212,7.40545531,1.05375695,246.5,7.371042726,184.2760681,219.4473  0.4964,,,10.71502484,0.6980622,,0.13112,7.371042726,294.841709
247,0.31123,247,0.312247,247,0.313375,247,0.311519,7.787975,,1.05375695,0.295626994,7.390674862,1.05375695,247,7.348403492,183.7100873,219.4472  0.4981,,,10.6533419,0.7003694,,0.131411667,7.348403492,293.9361397
247.5,0.310107,247.5,0.311375,247.5,0.31271,247.5,0.310145,7.753625,,1.05375695,0.294323088,7.358077212,1.05375695,247.5,7.321944592,183.0486148,220.0019  0.4997,,,10.59100237,0.700905,,0.131705,7.321944592,292.8777837
248,0.309014,248,0.31,248,0.31162,248,0.30896,7.724,,1.05375695,0.293198541,7.329963519,1.05375695,248,7.298919832,182.4729958,220.0019  0.5013,,,10.52922045,0.7016766,,0.132015,7.298919832,291.9567933
248.5,0.308302,248.5,0.309194,248.5,0.309989,248.5,0.308325,7.708125,,1.05375695,0.292595935,7.314898375,1.05375695,248.5,7.276761022,181.9190256,220.0019  0.503,,,10.4651327,0.7022212,,0.132308333,7.276761022,291.0704409
249,0.307262,249,0.30789,249,0.308802,249,0.307058,7.67645,,1.05375695,0.29139357,7.284839261,1.05375695,249,7.251179934,181.2794983,220.0018  0.5046,,,10.40240469,0.7029226,,0.132603333,7.251179934,290.0471974
249.5,0.30616,249.5,0.30692,249.5,0.307662,249.5,0.306263,7.656575,,1.05375695,0.290639127,7.265978175,1.05375695,249.5,7.22546836,180.636709,220.0018  0.5062,,,10.34086075,0.7043056,,0.132895,7.22546836,289.0187344
250,0.30508,250,0.305911,250,0.307083,250,0.305224,7.6306,,1.05375695,0.289653131,7.241328279,1.05375695,250,7.197182662,179.9295666,220.0018  0.5079,,,10.27771896,0.703826,,0.133205,7.197182662,287.8873065
250.5,0.30392,250.5,0.304593,250.5,0.305274,250.5,0.304012,7.6003,,1.05375695,0.288502961,7.21257402,1.05375695,250.5,7.171565987,179.2891497,220.0018  0.5095,,,10.21630868,0.7049492,,0.133498333,7.171565987,286.8626395
251,0.303114,251,0.304063,251,0.304971,251,0.302723,7.568075,,1.05375695,0.287279719,7.181992964,1.05375695,251,7.145160467,178.6290117,220.0018  0.511,,,10.15361006,0.7067466,,0.133791667,7.145160467,285.8064187
251.5,0.301551,251.5,0.302622,251.5,0.30347,251.5,0.301494,7.53735,,1.05375695,0.286113415,7.152835387,1.05375695,251.5,7.118849846,177.9712461,220.5564  0.5128,,,10.09067866,0.7073078,,0.134103333,7.118849846,284.7539938
252,0.300504,252,0.301517,252,0.302552,252,0.300905,7.522625,,1.05375695,0.285554463,7.138861576,1.05375695,252,7.094116913,177.3529228,220.5564  0.5144,,,10.02890952,0.707561,,0.134393333,7.094116913,283.7646765
252.5,0.299527,252.5,0.300614,252.5,0.301493,252.5,0.29956,7.489,,1.05375695,0.284278078,7.106951941,1.05375695,252.5,7.067064897,176.6766224,220.5564  0.516,,,9.96749524,0.7088818,,0.134688333,7.067064897,282.6825959
253,0.298434,253,0.299662,253,0.300785,253,0.298287,7.457175,,1.05375695,0.283070019,7.076750479,1.05375695,253,7.039894257,175.9973564,220.5564  0.5177,,,9.904971702,0.7097946,,0.13498,7.039894257,281.5957703
253.5,0.29705,253.5,0.298146,253.5,0.298703,253.5,0.297324,7.4331,,1.05375695,0.282156146,7.053903655,1.05375695,253.5,7.014532621,175.3633155,221.111  0.5192,,,9.84124185,0.7102284,,0.135291667,7.014532621,280.5813048
254,0.296671,254,0.297556,254,0.298494,254,0.296344,7.4086,,1.05375695,0.28122614,7.030653512,1.05375695,254,6.990025073,174.7506268,221.111  0.5209,,,9.779964209,0.7109298,,0.135585,6.990025073,279.6010029
254.5,0.294829,254.5,0.296038,254.5,0.297323,254.5,0.294979,7.374475,,1.05375695,0.279930775,6.998269384,1.05375695,254.5,6.962801053,174.0700263,221.6656  0.5226,,,9.71650181,0.7114198,,0.135878333,6.962801053,278.5120421
255,0.294147,255,0.295355,255,0.296382,255,0.294011,7.350275,,1.05375695,0.279012157,6.975303936,1.05375695,255,6.940339754,173.5084938,222.2203  0.5209,,,9.655390853,0.712433,,0.136171667,6.940339754,277.6135902
255.5,0.292903,255.5,0.293909,255.5,0.295341,255.5,0.293192,7.3298,,1.05375695,0.278234938,6.955873459,1.05375695,255.5,6.91652615,172.9131538,222.2204  0.5192,,,9.593471085,0.71289,,0.136463333,6.91652615,276.661046
256,0.292012,256,0.293138,256,0.294041,256,0.291754,7.29385,,1.05375695,0.276870297,6.921757433,1.05375695,256,6.893892848,172.3473212,222.775  0.5192,,,9.53143838,0.71381,,0.136773333,6.893892848,275.7557139
256.5,0.291379,256.5,0.2924,256.5,0.293203,256.5,0.291192,7.2798,,1.05375695,0.276336967,6.908424187,1.05375695,256.5,6.873471867,171.8367967,223.3296  0.5192,,,9.469920833,0.7155562,,0.137065,6.873471867,274.9388747
257,0.289864,257,0.29128,257,0.29199,257,0.289996,7.2499,,1.05375695,0.275201981,6.880049523,1.05375695,257,6.848816039,171.220401,223.8843  0.5192,,,9.409250444,0.7158736,,0.137358333,6.848816039,273.9526416
257.5,0.289243,257.5,0.290388,257.5,0.291192,257.5,0.289376,7.2344,,1.05375695,0.27461361,6.865340248,1.05375695,257.5,6.825399824,170.6349956,224.4391  0.5192,,,9.346427775,0.7160756,,0.13765,6.825399824,273.015993
258,0.288365,258,0.289267,258,0.290145,258,0.288311,7.207775,,1.05375695,0.27360294,6.840073511,1.05375695,258,6.798585054,169.9646264,224.9937  0.5209,,,9.284520529,0.7173652,,0.13796,6.798585054,271.9434022
258.5,0.287172,258.5,0.287988,258.5,0.28911,258.5,0.287035,7.175875,,1.05375695,0.272392035,6.809800876,1.05375695,258.5,6.773614875,169.3403719,225.5484  0.5226,,,9.223237244,0.7181728,,0.138251667,6.773614875,270.944595
259,0.285725,259,0.286705,259,0.287845,259,0.286048,7.1512,,1.05375695,0.271455386,6.78638466,1.05375695,259,6.748342206,168.7085552,226.103  0.5242,,,9.160899841,0.7189456,,0.138545,6.748342206,269.9336882
259.5,0.284911,259.5,0.286041,259.5,0.287021,259.5,0.284855,7.121375,,1.05375695,0.270323247,6.758081169,1.05375695,259.5,6.7263554,168.158885,226.103  0.5258,,,9.098103149,0.7183932,,0.138838333,6.7263554,269.054216
260,0.284111,260,0.285008,260,0.286099,260,0.284101,7.102525,,1.05375695,0.269607712,6.740192794,1.05375695,260,6.703615336,167.5903834,226.6577  0.5274,,,9.037797736,0.7196744,,0.139148333,6.703615336,268.1446134
260.5,0.282747,260.5,0.283869,260.5,0.284996,260.5,0.282774,7.06935,,1.05375695,0.268348408,6.708710202,1.05375695,260.5,6.680898997,167.0224749,227.2123  0.5291,,,8.974853149,0.7208102,,0.13944,6.680898997,267.2359599
261,0.282143,261,0.283086,261,0.283527,261,0.282341,7.058525,,1.05375695,0.267937497,6.698437435,1.05375695,261,6.656610901,166.4152725,227.767  0.5291,,,8.913661675,0.721617,,0.139733333,6.656610901,266.264436
261.5,0.280744,261.5,0.281642,261.5,0.282926,261.5,0.281021,7.025525,,1.05375695,0.266684837,6.667120915,1.05375695,261.5,6.630211313,165.7552828,228.3216  0.5274,,,8.852858266,0.7223818,,0.140025,6.630211313,265.2084525
262,0.280398,262,0.281234,262,0.282212,262,0.280271,7.006775,,1.05375695,0.265973098,6.649327438,1.05375695,262,6.603040673,165.0760168,228.8763  0.5258,,,8.791345321,0.7233962,,0.140333333,6.603040673,264.1216269
262.5,0.278916,262.5,0.280024,262.5,0.28074,262.5,0.278679,6.966975,,1.05375695,0.264462313,6.611557818,1.05375695,262.5,6.575514165,164.3878541,229.431  0.5274,,,8.729779818,0.7245864,,0.140626667,6.575514165,263.0205666
263,0.277684,263,0.278949,263,0.280186,263,0.27789,6.94725,,1.05375695,0.263713563,6.59283908,1.05375695,263,6.555739681,163.893492,229.9857  0.5291,,,8.667194094,0.7252422,,0.140921667,6.555739681,262.2295872
263.5,0.276867,263.5,0.277742,263.5,0.278752,263.5,0.27644,6.911,,1.05375695,0.262337534,6.558438358,1.05375695,263.5,6.53255478,163.3138695,230.5404  0.5291,,,8.606566144,0.7256764,,0.141213333,6.53255478,261.3021912
264,0.275653,264,0.276845,264,0.277863,264,0.27563,6.89075,,1.05375695,0.261568856,6.539221403,1.05375695,264,6.512934506,162.8233627,231.095  0.5291,,,8.545562428,0.7272316,,0.141505,6.512934506,260.5173802
264.5,0.275393,264.5,0.276244,264.5,0.276786,264.5,0.275345,6.883625,,1.05375695,0.261298395,6.532459882,1.05375695,264.5,6.491902616,162.2975654,231.6497  0.5274,,,8.485799464,0.7281918,,0.141796667,6.491902616,259.6761046
265,0.273993,265,0.274604,265,0.275898,265,0.273981,6.849525,,1.05375695,0.260003979,6.500099478,1.05375695,265,6.46674264,161.668566,232.2044  0.5274,,,8.424270457,0.728861,,0.142105,6.46674264,258.6697056
265.5,0.272939,265.5,0.274146,265.5,0.274921,265.5,0.273132,6.8283,,1.05375695,0.25919829,6.479957262,1.05375695,265.5,6.4469385,161.1734625,232.7591  0.5258,,,8.363571778,0.72863,,0.142398333,6.4469385,257.87754
266,0.2724,266,0.273025,266,0.273573,266,0.272084,6.8021,,1.05375695,0.258203754,6.455093844,1.05375695,266,6.4245721,160.6143025,233.3138  0.5274,,,8.303295847,0.7306942,,0.14269,6.4245721,256.982884
266.5,0.271077,266.5,0.272177,266.5,0.273173,266.5,0.271103,6.777575,,1.05375695,0.257272799,6.431819976,1.05375695,266.5,6.402045558,160.0511389,233.8683  0.5274,,,8.241773815,0.7311668,,0.142983333,6.402045558,256.0818223
267,0.270489,267,0.271451,267,0.272014,267,0.270642,6.76605,,1.05375695,0.256835317,6.420882919,1.05375695,267,6.378451407,159.4612852,233.8685  0.5258,,,8.182653206,0.732941,,0.14329,6.378451407,255.1380563
267.5,0.269515,267.5,0.270268,267.5,0.271121,267.5,0.269361,6.734025,,1.05375695,0.255619666,6.39049166,1.05375695,267.5,6.351879815,158.7969954,233.8685  0.5242,,,8.122178693,0.7332426,,0.143583333,6.351879815,254.0751926
268,0.268287,268,0.268965,268,0.269898,268,0.268286,6.70715,,1.05375695,0.254599507,6.364987677,1.05375695,268,6.328855056,158.2213764,234.4232  0.5226,,,8.061672567,0.7347838,,0.143876667,6.328855056,253.1542022
268.5,0.267633,268.5,0.268432,268.5,0.26931,268.5,0.267125,6.678125,,1.05375695,0.253497735,6.337443374,1.05375695,268.5,6.306233616,157.6558404,234.4232  0.5209,,,8.002439422,0.7348852,,0.144168333,6.306233616,252.2493446
269,0.266548,269,0.267763,269,0.268413,269,0.266162,6.65405,,1.05375695,0.252583862,6.31459655,1.05375695,269,6.287396255,157.1849064,234.9779  0.5192,,,7.944130166,0.7349396,,0.144458333,6.287396255,251.4958502
269.5,0.265773,269.5,0.266779,269.5,0.267457,269.5,0.265479,6.636975,,1.05375695,0.251935705,6.298392623,1.05375695,269.5,6.26587801,156.6469502,234.9779  0.5177,,,7.884628839,0.7369206,,0.144766667,6.26587801,250.6351204
270,0.264855,270,0.265764,270,0.266479,270,0.264472,6.6118,,1.05375695,0.250980077,6.274501915,1.05375695,270,6.242633798,156.0658449,235.5326  0.516,,,7.82523903,0.7374444,,0.14506,6.242633798,249.7053519
270.5,0.264147,270.5,0.264749,270.5,0.265318,270.5,0.263949,6.598725,,1.05375695,0.250483757,6.26209393,1.05375695,270.5,6.221939984,155.5484996,236.0873  0.5177,,,7.766967987,0.7393726,,0.14535,6.221939984,248.8775994
271,0.262745,271,0.263528,271,0.264424,271,0.262534,6.56335,,1.05375695,0.249140943,6.228523571,1.05375695,271,6.195469222,154.8867305,236.6419  0.5177,,,7.708413237,0.739159,,0.145645,6.195469222,247.8187689
271.5,0.261756,271.5,0.262815,271.5,0.263753,271.5,0.26156,6.539,,1.05375695,0.248216631,6.205415775,1.05375695,271.5,6.17376118,154.3440295,237.1966  0.5177,,,7.650466288,0.7405454,,0.145933333,6.17376118,246.9504472
272,0.261015,272,0.261654,272,0.262374,272,0.260983,6.524575,,1.05375695,0.247669066,6.19172666,1.05375695,272,6.155380518,153.884513,237.7513  0.5177,,,7.593042414,0.7411434,,0.146226667,6.155380518,246.2152207
272.5,0.259897,272.5,0.260926,272.5,0.261839,272.5,0.259486,6.48715,,1.05375695,0.246248435,6.15621088,1.05375695,272.5,6.130742484,153.2685621,238.306  0.5177,,,7.534132209,0.741743,,0.146536667,6.130742484,245.2296994
273,0.259311,273,0.25993,273,0.260803,273,0.258874,6.47185,,1.05375695,0.245667656,6.141691403,1.05375695,273,6.113132873,152.8283218,238.8606  0.5177,,,7.47706502,0.743265,,0.146828333,6.113132873,244.5253149
273.5,0.258413,273.5,0.258902,273.5,0.259803,273.5,0.258461,6.461525,,1.05375695,0.245275725,6.131893128,1.05375695,273.5,6.091786631,152.2946658,238.8606  0.5192,,,7.419970722,0.7441892,,0.147118333,6.091786631,243.6714652
274,0.256945,274,0.258411,274,0.259412,274,0.256829,6.420725,,1.05375695,0.243726981,6.093174523,1.05375695,274,6.067160459,151.6790115,239.4153  0.5209,,,7.363555447,0.745522,,0.147408333,6.067160459,242.6864184
274.5,0.25627,274.5,0.257272,274.5,0.258416,274.5,0.256517,6.412925,,1.05375695,0.243430897,6.085772436,1.05375695,274.5,6.0498652,151.24663,239.9699  0.5209,,,7.307355699,0.7462472,,0.1477,6.0498652,241.994608
275,0.255293,275,0.256679,275,0.257592,275,0.255275,6.381875,,1.05375695,0.242252258,6.056306438,1.05375695,275,6.027338658,150.6834664,240.5246  0.5209,,,7.250104041,0.7468784,,0.147993333,6.027338658,241.0935463
275.5,0.254825,275.5,0.255514,275.5,0.256346,275.5,0.254309,6.357725,,1.05375695,0.241335538,6.03338844,1.05375695,275.5,6.006437254,150.1609313,241.0793  0.5226,,,7.193698708,0.7485824,,0.148285,6.006437254,240.2574902
276,0.254156,276,0.254602,276,0.255279,276,0.253913,6.347825,,1.05375695,0.240959739,6.023993484,1.05375695,276,5.987771896,149.6942974,241.0793  0.5242,,,7.138124595,0.7487284,,0.148591667,5.987771896,239.5108758
276.5,0.253039,276.5,0.253856,276.5,0.254865,276.5,0.252719,6.317975,,1.05375695,0.239826651,5.995666269,1.05375695,276.5,5.96706622,149.1766555,241.6339  0.5258,,,7.082127254,0.750077,,0.148883333,5.96706622,238.6826488
277,0.251433,277,0.252883,277,0.253782,277,0.251751,6.293775,,1.05375695,0.238908033,5.972700821,1.05375695,277,5.949088877,148.7272219,242.1886  0.5274,,,7.02703987,0.7503088,,0.149173333,5.949088877,237.9635551
277.5,0.251136,277.5,0.252247,277.5,0.253161,277.5,0.251162,6.27905,,1.05375695,0.23834908,5.958727011,1.05375695,277.5,5.929160183,148.2290046,242.7431  0.5274,,,6.97285534,0.7513922,,0.149465,5.929160183,237.1664073
278,0.250651,278,0.251259,278,0.25249,278,0.250422,6.26055,,1.05375695,0.237646831,5.94117078,1.05375695,278,5.910726141,147.7681535,243.2979  0.5291,,,6.918169229,0.7528504,,0.149756667,5.910726141,236.4290456
278.5,0.249644,278.5,0.250678,278.5,0.251659,278.5,0.249688,6.2422,,1.05375695,0.236950276,5.923756897,1.05375695,278.5,5.88840719,147.2101797,243.8526  0.5291,,,6.863908237,0.755047,,0.150046667,5.88840719,235.5362876
279,0.248339,279,0.249475,279,0.250341,279,0.248391,6.209775,,1.05375695,0.235719442,5.892986045,1.05375695,279,5.865560365,146.6390091,244.4072  0.5291,,,6.809888071,0.754834,,0.150338333,5.865560365,234.6224146
279.5,0.248336,279.5,0.249036,279.5,0.249755,279.5,0.248054,6.20135,,1.05375695,0.235399634,5.884990842,1.05375695,279.5,5.847393225,146.1848306,244.4072  0.5307,,,6.75649574,0.7561124,,0.150628333,5.847393225,233.895729
280,0.246965,280,0.247682,280,0.248423,280,0.246659,6.166475,,1.05375695,0.234075799,5.851894975,1.05375695,280,5.827731433,145.6932858,244.9619  0.5323,,,6.702821982,0.7568924,,0.150938333,5.827731433,233.1092573
280.5,0.246021,280.5,0.246573,280.5,0.247478,280.5,0.245836,6.1459,,1.05375695,0.233294784,5.8323696,1.05375695,280.5,5.808692413,145.2173103,244.9619  0.534,,,6.648563758,0.7574412,,0.15123,5.808692413,232.3476965
281,0.245293,281,0.246231,281,0.247146,281,0.245328,6.1332,,1.05375695,0.232812699,5.820317485,1.05375695,281,5.790744726,144.7686182,245.5165  0.5356,,,6.597248159,0.7588702,,0.151518333,5.790744726,231.629789
281.5,0.24451,281.5,0.245521,281.5,0.246185,281.5,0.244739,6.118475,,1.05375695,0.232253747,5.806343674,1.05375695,281.5,5.771065141,144.2766285,246.0712  0.534,,,6.544391405,0.759612,,0.15181,5.771065141,230.8426056
282,0.243679,282,0.244628,282,0.245796,282,0.243449,6.086225,,1.05375695,0.231029556,5.775738894,1.05375695,282,5.751978671,143.7994668,246.6259  0.534,,,6.492486282,0.7598114,,0.1521,5.751978671,230.0791468
282.5,0.242937,282.5,0.24367,282.5,0.245015,282.5,0.24281,6.07025,,1.05375695,0.230423154,5.760578851,1.05375695,282.5,5.733147241,143.328681,247.1804  0.5356,,,6.439518683,0.7613002,,0.152393333,5.733147241,229.3258896
283,0.241974,283,0.243103,283,0.24435,283,0.24201,6.05025,,1.05375695,0.229663966,5.741599143,1.05375695,283,5.713704902,142.8426225,247.7351  0.5372,,,6.389042497,0.7624588,,0.152681667,5.713704902,228.5481961
283.5,0.241548,283.5,0.242301,283.5,0.243209,283.5,0.241521,6.038025,,1.05375695,0.229199912,5.729997796,1.05375695,283.5,5.693681309,142.3420327,248.2899  0.5389,,,6.337733545,0.762436,,0.152988333,5.693681309,227.7472524
284,0.240405,284,0.241334,284,0.24239,284,0.240274,6.00685,,1.05375695,0.228016527,5.700413175,1.05375695,284,5.672418104,141.8104526,248.8445  0.5389,,,6.286756451,0.7635242,,0.153281667,5.672418104,226.8967242
284.5,0.239804,284.5,0.240431,284.5,0.241697,284.5,0.239532,5.9883,,1.05375695,0.22731238,5.682809495,1.05375695,284.5,5.654452624,141.3613156,249.3992  0.5405,,,6.236809675,0.7644674,,0.15357,5.654452624,226.178105
285,0.23866,285,0.239592,285,0.240608,285,0.238634,5.96585,,1.05375695,0.226460191,5.661504772,1.05375695,285,5.63790469,140.9476173,249.9539  0.5405,,,6.186116192,0.7643682,,0.153861667,5.63790469,225.5161876
